genre,channel,sender,date,message
speedrunning,#gamej06,redgunshow,1497899912431,"yes, foos"
chill,#shenryyr,regan_dtor,1497899914783,!gibsub
chill,#shenryyr,moobot,1497899914787,Thank you for (re)subbing !!! shenStory shenStory shenStory shenCoffee shenCoffee shenCoffee shenDerp shenDerp shenDerp shenStory shenStory shenStory shenCoffee shenCoffee shenCoffee shenDerp shenDerp shenDerp shenStory shenStory shenStory shenCoffee shenCoffee shenCoffee shenDerp shenDerp shenDerp
chill,#shenryyr,shen_chair_bot,1497899915186,ACTION shenExcite shenDerp shenCoffee shenCreep shenExcite shenDerp shenCoffee shenCreep shenExcite shenDerp shenCoffee shenCreep
speedrunning,#gamej06,therealkanten,1497899915584,Luigi only gets to be a Ghostbuster
speedrunning,#gamej06,beardedvet,1497899919194,but its Mario Mario and Luigi Mario lol
chill,#enviosity,wottanker_de,1497899919585,munchers op confirmed ? :O
speedrunning,#gamej06,videogames380,1497899921092,"SAY MARIO IS MISSING AGAIN, I DARE YOU"
chill,#shenryyr,samio123,1497899921487,"@Sargon5 Wasn't trying to discipline at all, sorry if it came across that way."
speedrunning,#gamej06,videogames380,1497899924157,Kappa
chill,#shenryyr,samio123,1497899926100,shenExcite New sub!
chill,#enviosity,jgames__,1497899928515,@xxicayxx you have to enter your ssn
chill,#shenryyr,all_names_are_taken,1497899929322,fascism getting rekt
speedrunning,#gamej06,hodders91,1497899930644,Also known as Luigi Bros: The Abridged Series
chill,#shenryyr,k4ei,1497899930646,55 FeelsPocketMan
chill,#shenryyr,samio123,1497899931514,Resub shenFF
speedrunning,#gamej06,piman01,1497899933185,When you're right you're right. Even yoshi gets his own game
speedrunning,#gamej06,cutelittleoshawott,1497899933223,MARIO IS MISSING
chill,#enviosity,lysolpionex,1497899933706,I think he's getting MUNCH better at this level enviTroll
chill,#enviosity,baschlarb,1497899934886,"@xxicayxx buy bits and bet on @Enviosity to die on the munchers , its so fun"
speedrunning,#gamej06,cutelittleoshawott,1497899935101,>.>
speedrunning,#gamej06,keyboredcowboy,1497899936898,Weegee's Mansion tho SeemsGood
chill,#enviosity,siraox,1497899937658,this is the run
chill,#shenryyr,joeatiger,1497899938074,Is that naval invasion ready
chill,#shenryyr,sargon5,1497899941738,seriously someone was ranting about that
speedrunning,#gamej06,videogames380,1497899943063,ACTION stuffs osha in a pokeball
speedrunning,#gamej06,coachbuster,1497899943759,"Luigi is bigger, faster, and stronger."
chill,#shenryyr,asiak,1497899944606,Is it?
chill,#shenryyr,chrismen3,1497899948398,"Warning, do not feed sushi to the zoo exhibits"
chill,#shenryyr,asiak,1497899949017,Kappa
speedrunning,#gamej06,nestorc5143,1497899949020,FeelsBadMan
chill,#shenryyr,cocogh,1497899949021,more like a japanese HEAVY petting zoo
variety,#totalbiscuit,chillbane_et,1497899949493,!time
variety,#totalbiscuit,riftbastion,1497899949580,cynicalFPS
variety,#totalbiscuit,moobot,1497899949641,"Thank you for subbing, DR3NAMAI! You now have access to VoDs, the best chat on Twitch, ad-free viewing and a ton of great cynicalHydra emotes cynicalUL"
chill,#shenryyr,fyropyro42,1497899950313,shenDerp
speedrunning,#gamej06,cutelittleoshawott,1497899951405,Ha didn't work
speedrunning,#gamej06,sagezinogre,1497899951409,LUL
chill,#enviosity,sephi51,1497899951982,muncer paradise
variety,#totalbiscuit,sprinter220,1497899952619,SourPls
chill,#shenryyr,willtellu,1497899954573,"nah, this is exactly how it went IRL"
speedrunning,#gamej06,hodders91,1497899956554,Bowser provides what Mario can't SSSsss
speedrunning,#gamej06,terryxmasters,1497899959517,This is a bigger revelation than Olive Oil being kind of a ho PogChamp
variety,#totalbiscuit,halanaestra,1497899959725,@NewWillinium The new hero is the flagellant. TB already mentioned him.
speedrunning,#gamej06,cutelittleoshawott,1497899959881,ACTION throws it at 380
chill,#enviosity,xxicayxx,1497899960398,JGames__ What is an ssn? LUL
chill,#enviosity,jimi_live,1497899961984,Envi is rich anyway - he doesnt need your donations
chill,#shenryyr,entropicanomaly,1497899962243,No please do not drop Shen on Japan NotLikeThis
chill,#enviosity,jimi_live,1497899963734,!fu
chill,#shenryyr,geeksartwork,1497899963819,@asiak no nukes no anime Kappa
speedrunning,#gamej06,videogames380,1497899966093,WutFace
speedrunning,#gamej06,redgunshow,1497899966979,but luigi wants sloppy seconds. mario is the man in this epic
chill,#shenryyr,lemurlord,1497899967412,so real it's giving me PTSD Keepo
speedrunning,#gamej06,tinostar11,1497899967806,Bowser got that paper
speedrunning,#gamej06,videogames380,1497899971328,BREEEM
speedrunning,#gamej06,redgunshow,1497899971821,yes
chill,#enviosity,hiddaah,1497899971875,Wow
variety,#totalbiscuit,thephoenixwylde,1497899975843,cynicalWeasel cynicalWeasel cynicalWeasel
chill,#enviosity,baschlarb,1497899978171,!violin
variety,#totalbiscuit,deadisation,1497899979031,"ive been trting to beat this game a few times, but i always fall for the temptation of the void."
speedrunning,#gamej06,hafkie,1497899979721,they gave yoshi his whole island
speedrunning,#gamej06,alimorel,1497899979842,"Hey, everyone likes some foreplay! Getting captured is what gets Peach going!"
variety,#totalbiscuit,newwillinium,1497899980079,"@halanaestra Ah my thanks, must have come in after that."
chill,#enviosity,jgames__,1497899980394,@xxicayxx social security number
chill,#enviosity,jaylang11,1497899980441,!math
chill,#enviosity,xxicayxx,1497899982565,baschlarb can you buy bits with paypal? MingLee
chill,#shenryyr,fyropyro42,1497899982655,knighty shenDerp /
chill,#shenryyr,asiak,1497899982701,@GeeksArtWork Win win really
speedrunning,#gamej06,hafkie,1497899982971,luigi has no island
speedrunning,#gamej06,hodders91,1497899983346,"Heck, even TOAD has games"
chill,#shenryyr,asiak,1497899986684,Kappa
chill,#shenryyr,hedgehog3180,1497899987759,You might not have needed the nukes but you would have a communist america and isn't that what we all really want?
chill,#shenryyr,tweenline,1497899990100,why we can't do invasion AND throw nuke?
speedrunning,#gamej06,terryxmasters,1497899990221,hafkie :D
chill,#enviosity,cybo1927,1497899992004,!fu
speedrunning,#gamej06,stormvision,1497899992084,that's CAPTAIN Toad to you
chill,#enviosity,jimi_live,1497899993294,Because its me that wrote it
speedrunning,#gamej06,jukerrr,1497899993449,"There is Yoshi island, that yoshi tetris game, that yoshi game on N64"
speedrunning,#gamej06,frankenfunk,1497899994023,where is the Waluigi game?
chill,#enviosity,wottanker_de,1497899995391,@baschlarb you calling it again ? :P
chill,#enviosity,gbguy,1497899996261,!funoey
speedrunning,#gamej06,frankenfunk,1497899997993,That's the game we need
speedrunning,#gamej06,atomnb,1497900000022,I hate yoshi for the nes. it was a pretty alright game.
speedrunning,#gamej06,videogames380,1497900000537,@Frankenfunk THANK YOU
chill,#shenryyr,kvltbear,1497900002725,"exactly, why not both? shenExcite"
chill,#shenryyr,asiak,1497900003728,@tweenline I like the way you think you must be a Civ player.
chill,#enviosity,hiddaah,1497900004644,@xxicayxx you should sub right?
speedrunning,#gamej06,ozdy,1497900004989,!sgdq
speedrunning,#gamej06,beardedvet,1497900076157,everyone knows the Mario Bros move is 100% cannon. So Mario Mario and Luigi Mario. So technically they are all named after Luigi... Boom
speedrunning,#gamej06,quoteconut,1497900005152,"SGDQ 2017 is July 2nd-9th - Schedule at https://gamesdonequick.com/schedule - Unfortunately, i had to withdraw from the Mario Relay race due to reasons you can find at https://pastebin.com/ftxx2Bwp"
speedrunning,#gamej06,foosfam,1497900005295,Mario was arrested for misdemeanor stalking of Peach after M64 pooFail
speedrunning,#gamej06,terryxmasters,1497900005639,Luigis mansion was haunted BibleThump cant even catch a break then
chill,#enviosity,corey30160,1497900005749,hi enviosity
speedrunning,#gamej06,redgunshow,1497900006021,mario>yoshi>toad>luigi
chill,#enviosity,shadow135764,1497900006822,!disesct
speedrunning,#gamej06,hodders91,1497900007392,@Alimorel !familyfriendly
speedrunning,#gamej06,hafkie,1497900009661,yoshi has his own story
chill,#shenryyr,white_knighty,1497900010396,Hey shen and chat! HeyGuys shenCoffee
speedrunning,#gamej06,atomnb,1497900012200,had*
chill,#enviosity,hibernationed,1497900012788,!lisa
chill,#enviosity,baschlarb,1497900016176,@xxicayxx do you have an amazon account?
speedrunning,#gamej06,tinostar11,1497900017043,!familyfriendly
speedrunning,#gamej06,quoteconut,1497900017179,If you can't keep it clean you best leave the stream!
speedrunning,#gamej06,hodders91,1497900017487,!familyfriendly
speedrunning,#gamej06,quoteconut,1497900017660,If you can't keep it clean you best leave the stream!
variety,#totalbiscuit,halanaestra,1497900018104,@NewWillinium You're welcome. Oh and you can unlock 10 new building in your village
chill,#enviosity,neko_zume,1497900018107,PogChamp PogChamp PogChamp PogChamp PogChamp
chill,#enviosity,wottanker_de,1497900018271,PogChamp
chill,#enviosity,siraox,1497900018494,told yall
variety,#totalbiscuit,chillbane_et,1497900018852,This song has a bit of a Mario like part doesn't it?
chill,#enviosity,neff_knows_best,1497900019704,PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp
chill,#enviosity,br0kami,1497900019747,<3
speedrunning,#gamej06,hafkie,1497900021882,even his own wolly world and a new island
chill,#enviosity,xxicayxx,1497900022527,baschlarb yeah
speedrunning,#gamej06,greenface2345,1497900025435,!rword
chill,#enviosity,gbguy,1497900025468,shadow135764 MEGALUL
speedrunning,#gamej06,quoteconut,1497900025561,"The reason that word is not allowed here because viewers get salty when they lose games. So to prevent this the ""R' word is banned from use here."
chill,#shenryyr,white_knighty,1497900026046,@fyropyro42 cakeHi
chill,#enviosity,jgames__,1497900027426,!deletemymessagesandgetmeoutofherethisplaceiscary
speedrunning,#gamej06,twozees,1497900028930,Mario 2 is next yeah
variety,#totalbiscuit,halanaestra,1497900029196,buildings*
speedrunning,#gamej06,ozdy,1497900030751,@GameJ06 do you think eating over 200g of protein a day might be bad for your kidneys?
chill,#enviosity,cybo1927,1497900030778,!fu
speedrunning,#gamej06,radiosurgery,1497900031088,That Public Access swag
speedrunning,#gamej06,twozees,1497900031515,??
chill,#enviosity,nwc90er,1497900032582,PogChamp
chill,#enviosity,jaylang11,1497900033327,add math back
chill,#enviosity,shadow135764,1497900034354,@gbguy im never going to let you forget that
chill,#enviosity,jgames__,1497900034912,what is the command
speedrunning,#gamej06,hodders91,1497900035848,"Not enough to get punted, but just keep it comfy folks"
speedrunning,#gamej06,videogames380,1497900036460,and now yoshi is getting an arts n crafts world too
speedrunning,#gamej06,jukerrr,1497900037465,What about bowser though? He never gets his game!
chill,#enviosity,tanaterminator,1497900038090,wassup envi and chat
speedrunning,#gamej06,videogames380,1497900041449,that game looked so adorable
speedrunning,#gamej06,terryxmasters,1497900043048,"Yoshi has his own island, Kirby has a magical dream land, Luigi has a haunted *@#%ing mansion BibleThump smh Kappa"
speedrunning,#gamej06,jukerrr,1497900043254,unfair
chill,#enviosity,hibernationed,1497900047274,!rip
chill,#enviosity,neko_zume,1497900048485,!lisa
chill,#shenryyr,shlomo122,1497900048817,privet White_Knighty shenExcite
chill,#enviosity,baschlarb,1497900049871,you can buy them through amazon @xxicayxx just click on the bit button next to the emotes
chill,#enviosity,gbguy,1497900050954,JGames__ !getmeouttahereanddeletemymessagesthisplaceisscary
speedrunning,#gamej06,greenface2345,1497900051044,we starting the r word game
chill,#enviosity,thenewpure,1497900051581,This looks like fucking cancer
speedrunning,#gamej06,redgunshow,1497900055343,even kirby has more love than luigi
chill,#shenryyr,white_knighty,1497900056749,Shalom
speedrunning,#gamej06,videogames380,1497900056822,rigged Kappa
speedrunning,#gamej06,hodders91,1497900058443,And TOAD goes treasure hunting
variety,#totalbiscuit,newwillinium,1497900058567,"My playthroughts I never tend to use the Holy characters. Usually a , Occultist/Hound Master/ Bounty Hunter/ . . . Guard Captain is my main runners."
chill,#shenryyr,white_knighty,1497900058763,cake2
variety,#totalbiscuit,moobot,1497900058915,TotalBiscuit's latest Youtube video is - Streaming Darkest Dungeon - The Crimson Court - http://twitch.tv/totalbiscuit. You can watch it here Youtube.com/watch?v=vBRO_2zKYlo. It was uploaded 2h 3m ago.
chill,#shenryyr,regan_dtor,1497900059203,KKomrade White_Knighty
chill,#enviosity,jgames__,1497900062419,!getmeouttahereanddeletemymessagesthisplaceisscary
chill,#enviosity,waisillenst,1497900064602,rip streak
chill,#enviosity,mikeyremote_,1497900064664,!lisa
chill,#enviosity,hiddaah,1497900064718,Wow
chill,#enviosity,jimi_live,1497900066363,"You need the ""I'm rich biatch!"" soundclip from The Chappelle Show"
speedrunning,#gamej06,redgunshow,1497900069483,"not once in smash bros was i like YES, i can play as luigi!"
variety,#totalbiscuit,newwillinium,1497900070482,10 new buildings really? Are they useful?
variety,#totalbiscuit,moobot,1497900070645,"Thank you for subbing, Palidus92! You now have access to VoDs, the best chat on Twitch, ad-free viewing and a ton of great cynicalHydra emotes cynicalUL"
speedrunning,#gamej06,piman01,1497900071501,peach also never gets her own game even though she can FLY
chill,#enviosity,vulpeshd,1497900071976,looks like a level Envy would make
speedrunning,#gamej06,videogames380,1497900074101,dont nobody else say it
chill,#enviosity,nwc90er,1497900074298,Looks like an envi level.
chill,#shenryyr,leninzegreat,1497900081693,@White_Knighty KKomrade
chill,#enviosity,bobsthename2015,1497900081816,omg envi have you seen the new tech where you stand under the level completely and dont die??
speedrunning,#gamej06,hodders91,1497900083002,@Videogames380 Quit using mod privilege
variety,#totalbiscuit,demolisho,1497900083062,cynicalThuglife cynicalThuglife cynicalThuglife cynicalThuglife cynicalThuglife
chill,#shenryyr,white_knighty,1497900085498,HeyGuys
chill,#enviosity,hiddaah,1497900085611,EnviLevel
chill,#shenryyr,regan_dtor,1497900086468,"""invading the home islands would cost 1million lives"""
speedrunning,#gamej06,frankenfunk,1497900090503,I hate toad TableHere FlipThis
speedrunning,#gamej06,atomnb,1497900091544,what about peach? she's a princess and all she has to show for it is a gokart and a tennis racket.
variety,#totalbiscuit,halanaestra,1497900091709,@NewWillinium No idea. The DLC was released today
